Date,Product,Category,Sales,Units
2023-04-15,Cookware Set,Home & Kitchen,972.5,8
2023-04-15,Vacuum Cleaner,Home & Kitchen,1438.77,7
2023-04-15,Air Fryer,Home & Kitchen,1431.39,16
2023-04-15,Shampoo,Beauty,443.95,36
2023-04-15,Moisturizer,Beauty,745.52,27
2023-04-15,Lipstick,Beauty,824.46,48
2023-04-15,Perfume,Beauty,479.81,8
2023-04-15,Face Serum,Beauty,903.19,21
2023-04-16,Laptop,Electronics,6756.73,8
2023-04-16,Smartphone,Electronics,10911.62,17
2023-04-16,Headphones,Electronics,4195.27,35
2023-04-16,Tablet,Electronics,5476.92,14
2023-04-16,Smart Watch,Electronics,4047.9,17
2023-04-16,T-Shirt,Clothing,1118.23,45
2023-04-16,Jeans,Clothing,2300.75,38
2023-04-16,Jacket,Clothing,1668.23,19
2023-04-16,Sneakers,Clothing,2350.6,29
2023-04-16,Dress,Clothing,1616.2,23
2023-04-16,Blender,Home & Kitchen,809.18,16
2023-04-16,Coffee Maker,Home & Kitchen,877.34,12
2023-04-16,Cookware Set,Home & Kitchen,1463.52,11
2023-04-16,Vacuum Cleaner,Home & Kitchen,1207.14,6
2023-04-16,Air Fryer,Home & Kitchen,1461.86,17
2023-04-16,Shampoo,Beauty,663.3,59
2023-04-16,Moisturizer,Beauty,1053.15,40
2023-04-16,Lipstick,Beauty,546.12,32
2023-04-16,Perfume,Beauty,1038.56,16
2023-04-16,Face Serum,Beauty,740.93,19
2023-04-17,Laptop,Electronics,5376.12,6
2023-04-17,Smartphone,Electronics,8204.01,13
2023-04-17,Headphones,Electronics,2185.56,17
2023-04-17,Tablet,Electronics,4430.47,11
2023-04-17,Smart Watch,Electronics,3278.44,13
2023-04-17,T-Shirt,Clothing,1251.34,54
2023-04-17,Jeans,Clothing,1215.36,22
2023-04-17,Jacket,Clothing,1459.67,17
2023-04-17,Sneakers,Clothing,1265.98,16
2023-04-17,Dress,Clothing,988.94,14
2023-04-17,Blender,Home & Kitchen,855.13,17
2023-04-17,Coffee Maker,Home & Kitchen,948.53,12
2023-04-17,Cookware Set,Home & Kitchen,1582.71,12
2023-04-17,Vacuum Cleaner,Home & Kitchen,1740.14,9
2023-04-17,Air Fryer,Home & Kitchen,1765.06,20
2023-04-17,Shampoo,Beauty,656.78,59
2023-04-17,Moisturizer,Beauty,805.2,29
2023-04-17,Lipstick,Beauty,567.14,31
2023-04-17,Perfume,Beauty,540.62,8
2023-04-17,Face Serum,Beauty,744.1,17
2023-04-18,Laptop,Electronics,5294.9,6
2023-04-18,Smartphone,Electronics,11457.23,19
2023-04-18,Headphones,Electronics,2858.36,24
2023-04-18,Tablet,Electronics,4091.78,10
2023-04-18,Smart Watch,Electronics,4196.05,18
2023-04-18,T-Shirt,Clothing,684.33,30
2023-04-18,Jeans,Clothing,1169.71,19
2023-04-18,Jacket,Clothing,1380.43,15
2023-04-18,Sneakers,Clothing,1462.1,18
2023-04-18,Dress,Clothing,769.12,12
2023-04-18,Blender,Home & Kitchen,771.99,17
2023-04-18,Coffee Maker,Home & Kitchen,1037.17,13
2023-04-18,Cookware Set,Home & Kitchen,991.55,8
2023-04-18,Vacuum Cleaner,Home & Kitchen,1011.34,5
2023-04-18,Air Fryer,Home & Kitchen,1762.98,20
2023-04-18,Shampoo,Beauty,439.84,35
2023-04-18,Moisturizer,Beauty,824.71,30
2023-04-18,Lipstick,Beauty,439.48,26
2023-04-18,Perfume,Beauty,497.6,8
2023-04-18,Face Serum,Beauty,704.41,17
2023-04-19,Laptop,Electronics,5376.58,6
2023-04-19,Smartphone,Electronics,11188.2,17
2023-04-19,Headphones,Electronics,3342.77,25
2023-04-19,Tablet,Electronics,4729.87,12
2023-04-19,Smart Watch,Electronics,4018.22,17
2023-04-19,T-Shirt,Clothing,1185.94,48
2023-04-19,Jeans,Clothing,1528.36,27
2023-04-19,Jacket,Clothing,1262.97,14
2023-04-19,Sneakers,Clothing,1121.17,15
2023-04-19,Dress,Clothing,885.75,13
2023-04-19,Blender,Home & Kitchen,757.9,16
2023-04-19,Coffee Maker,Home & Kitchen,745.32,10
2023-04-19,Cookware Set,Home & Kitchen,1091.82,9
2023-04-19,Vacuum Cleaner,Home & Kitchen,1426.07,7
2023-04-19,Air Fryer,Home & Kitchen,1724.2,21
2023-04-19,Shampoo,Beauty,364.89,31
2023-04-19,Moisturizer,Beauty,814.97,28
2023-04-19,Lipstick,Beauty,539.62,29
2023-04-19,Perfume,Beauty,629.37,10
2023-04-19,Face Serum,Beauty,640.41,15
2023-04-20,Laptop,Electronics,6856.94,8
2023-04-20,Smartphone,Electronics,9572.14,16
2023-04-20,Headphones,Electronics,2926.61,23
2023-04-20,Tablet,Electronics,4517.19,12
2023-04-20,Smart Watch,Electronics,3547.12,15
2023-04-20,T-Shirt,Clothing,767.69,33
2023-04-20,Jeans,Clothing,996.11,18
2023-04-20,Jacket,Clothing,986.7,12
2023-04-20,Sneakers,Clothing,1720.8,21
2023-04-20,Dress,Clothing,1002.25,15
2023-04-20,Blender,Home & Kitchen,1168.66,24
2023-04-20,Coffee Maker,Home & Kitchen,1201.71,16
2023-04-20,Cookware Set,Home & Kitchen,1237.41,10
2023-04-20,Vacuum Cleaner,Home & Kitchen,1338.55,7
2023-04-20,Air Fryer,Home & Kitchen,1386.48,15
2023-04-20,Shampoo,Beauty,270.36,23
2023-04-20,Moisturizer,Beauty,881.32,32
2023-04-20,Lipstick,Beauty,431.79,26
2023-04-20,Perfume,Beauty,544.22,8
2023-04-20,Face Serum,Beauty,633.69,15
2023-04-21,Laptop,Electronics,6063.03,7
2023-04-21,Smartphone,Electronics,10341.72,16
2023-04-21,Headphones,Electronics,2517.63,19
2023-04-21,Tablet,Electronics,4663.12,12
2023-04-21,Smart Watch,Electronics,4427.79,17
2023-04-21,T-Shirt,Clothing,902.08,40
2023-04-21,Jeans,Clothing,1305.28,22
2023-04-21,Jacket,Clothing,846.04,10
2023-04-21,Sneakers,Clothing,1435.29,19
2023-04-21,Dress,Clothing,829.96,13
2023-04-21,Blender,Home & Kitchen,640.24,13
2023-04-21,Coffee Maker,Home & Kitchen,751.23,10
2023-04-21,Cookware Set,Home & Kitchen,1484.44,11
2023-04-21,Vacuum Cleaner,Home & Kitchen,997.66,5
2023-04-21,Air Fryer,Home & Kitchen,1185.44,14
2023-04-21,Shampoo,Beauty,539.42,47
2023-04-21,Moisturizer,Beauty,915.88,35
2023-04-21,Lipstick,Beauty,587.69,33
2023-04-21,Perfume,Beauty,602.88,9
2023-04-21,Face Serum,Beauty,392.25,10
2023-04-22,Laptop,Electronics,7819.85,9
2023-04-22,Smartphone,Electronics,9581.27,15
2023-04-22,Headphones,Electronics,3026.85,23
2023-04-22,Tablet,Electronics,5078.87,13
2023-04-22,Smart Watch,Electronics,4635.68,19
2023-04-22,T-Shirt,Clothing,1329.25,57
2023-04-22,Jeans,Clothing,1783.03,32
2023-04-22,Jacket,Clothing,1883.17,22
2023-04-22,Sneakers,Clothing,1871.44,24
2023-04-22,Dress,Clothing,1291.49,20
2023-04-22,Blender,Home & Kitchen,1127.83,24
2023-04-22,Coffee Maker,Home & Kitchen,1136.19,15
2023-04-22,Cookware Set,Home & Kitchen,1227.93,10
2023-04-22,Vacuum Cleaner,Home & Kitchen,1744.07,9
2023-04-22,Air Fryer,Home & Kitchen,1650.98,18
2023-04-22,Shampoo,Beauty,571.69,48
2023-04-22,Moisturizer,Beauty,818.97,29
2023-04-22,Lipstick,Beauty,499.77,28
2023-04-22,Perfume,Beauty,687.28,11
2023-04-22,Face Serum,Beauty,660.3,16
2023-04-23,Laptop,Electronics,7538.44,9
2023-04-23,Smartphone,Electronics,14072.48,21
2023-04-23,Headphones,Electronics,3619.77,29
2023-04-23,Tablet,Electronics,5529.26,15
2023-04-23,Smart Watch,Electronics,6371.4,26
2023-04-23,T-Shirt,Clothing,1101.01,48
2023-04-23,Jeans,Clothing,1349.15,24
2023-04-23,Jacket,Clothing,1618.1,19
2023-04-23,Sneakers,Clothing,1753.34,22
2023-04-23,Dress,Clothing,1460.37,21
2023-04-23,Blender,Home & Kitchen,946.82,19
2023-04-23,Coffee Maker,Home & Kitchen,1041.52,13
2023-04-23,Cookware Set,Home & Kitchen,1435.3,11
2023-04-23,Vacuum Cleaner,Home & Kitchen,2272.28,12
2023-04-23,Air Fryer,Home & Kitchen,1460.68,16
2023-04-23,Shampoo,Beauty,482.82,40
2023-04-23,Moisturizer,Beauty,984.02,38
2023-04-23,Lipstick,Beauty,555.13,31
2023-04-23,Perfume,Beauty,806.46,12
2023-04-23,Face Serum,Beauty,650.06,16
2023-04-24,Laptop,Electronics,5096.16,6
2023-04-24,Smartphone,Electronics,8452.51,14
2023-04-24,Headphones,Electronics,3238.47,27
2023-04-24,Tablet,Electronics,4488.97,11
2023-04-24,Smart Watch,Electronics,4434.34,17
2023-04-24,T-Shirt,Clothing,979.18,40
2023-04-24,Jeans,Clothing,1409.46,23
2023-04-24,Jacket,Clothing,1381.54,15
2023-04-24,Sneakers,Clothing,1244.5,16
2023-04-24,Dress,Clothing,718.28,11
2023-04-24,Blender,Home & Kitchen,872.27,17
2023-04-24,Coffee Maker,Home & Kitchen,745.47,10
2023-04-24,Cookware Set,Home & Kitchen,1002.75,8
2023-04-24,Vacuum Cleaner,Home & Kitchen,1034.79,5
2023-04-24,Air Fryer,Home & Kitchen,894.2,10
2023-04-24,Shampoo,Beauty,346.26,30
2023-04-24,Moisturizer,Beauty,1062.11,40
2023-04-24,Lipstick,Beauty,640.47,34
2023-04-24,Perfume,Beauty,810.76,13
2023-04-24,Face Serum,Beauty,494.28,12
2023-04-25,Laptop,Electronics,6884.76,8
2023-04-25,Smartphone,Electronics,9651.39,15
2023-04-25,Headphones,Electronics,2545.39,20
2023-04-25,Tablet,Electronics,4989.19,12
2023-04-25,Smart Watch,Electronics,4647.6,18
2023-04-25,T-Shirt,Clothing,672.65,28
2023-04-25,Jeans,Clothing,1534.09,27
2023-04-25,Jacket,Clothing,1359.14,16
2023-04-25,Sneakers,Clothing,1390.91,18
2023-04-25,Dress,Clothing,725.05,11
2023-04-25,Blender,Home & Kitchen,817.52,18
2023-04-25,Coffee Maker,Home & Kitchen,1276.22,16
2023-04-25,Cookware Set,Home & Kitchen,1223.85,10
2023-04-25,Vacuum Cleaner,Home & Kitchen,915.52,5
2023-04-25,Air Fryer,Home & Kitchen,1317.29,16
2023-04-25,Shampoo,Beauty,440.72,35
2023-04-25,Moisturizer,Beauty,982.09,37
2023-04-25,Lipstick,Beauty,547.0,31
2023-04-25,Perfume,Beauty,532.66,8
2023-04-25,Face Serum,Beauty,550.47,14
2023-04-26,Laptop,Electronics,6501.38,7
2023-04-26,Smartphone,Electronics,9698.22,16
2023-04-26,Headphones,Electronics,3396.14,28
2023-04-26,Tablet,Electronics,3731.54,9
2023-04-26,Smart Watch,Electronics,6026.0,26
2023-04-26,T-Shirt,Clothing,934.18,40
2023-04-26,Jeans,Clothing,1536.04,27
2023-04-26,Jacket,Clothing,1452.24,17
2023-04-26,Sneakers,Clothing,1435.8,19
2023-04-26,Dress,Clothing,971.34,15
2023-04-26,Blender,Home & Kitchen,459.23,10
2023-04-26,Coffee Maker,Home & Kitchen,1143.28,14
2023-04-26,Cookware Set,Home & Kitchen,955.69,8
2023-04-26,Vacuum Cleaner,Home & Kitchen,1415.05,7
2023-04-26,Air Fryer,Home & Kitchen,1393.95,16
2023-04-26,Shampoo,Beauty,487.06,40
2023-04-26,Moisturizer,Beauty,746.21,28
2023-04-26,Lipstick,Beauty,501.11,27
2023-04-26,Perfume,Beauty,589.05,9
2023-04-26,Face Serum,Beauty,618.79,15
2023-04-27,Laptop,Electronics,6424.17,7
2023-04-27,Smartphone,Electronics,10787.71,17
2023-04-27,Headphones,Electronics,2124.07,17
2023-04-27,Tablet,Electronics,3824.82,10
2023-04-27,Smart Watch,Electronics,5830.34,24
2023-04-27,T-Shirt,Clothing,833.79,36
2023-04-27,Jeans,Clothing,1404.16,25
2023-04-27,Jacket,Clothing,1569.21,17
2023-04-27,Sneakers,Clothing,1418.73,19
2023-04-27,Dress,Clothing,1306.74,19
2023-04-27,Blender,Home & Kitchen,828.48,18
2023-04-27,Coffee Maker,Home & Kitchen,1095.6,14
2023-04-27,Cookware Set,Home & Kitchen,1289.51,10
2023-04-27,Vacuum Cleaner,Home & Kitchen,1726.09,9
2023-04-27,Air Fryer,Home & Kitchen,1188.32,14
2023-04-27,Shampoo,Beauty,560.62,48
2023-04-27,Moisturizer,Beauty,843.75,29
2023-04-27,Lipstick,Beauty,684.55,40
2023-04-27,Perfume,Beauty,528.83,8
2023-04-27,Face Serum,Beauty,622.57,16
2023-04-28,Laptop,Electronics,6311.78,7
2023-04-28,Smartphone,Electronics,11090.11,18
2023-04-28,Headphones,Electronics,3086.87,25
2023-04-28,Tablet,Electronics,4427.64,12
2023-04-28,Smart Watch,Electronics,3735.85,15
2023-04-28,T-Shirt,Clothing,650.35,29
2023-04-28,Jeans,Clothing,1108.53,19
2023-04-28,Jacket,Clothing,1049.56,12
2023-04-28,Sneakers,Clothing,1174.14,15
2023-04-28,Dress,Clothing,868.26,12
2023-04-28,Blender,Home & Kitchen,816.28,16
2023-04-28,Coffee Maker,Home & Kitchen,934.24,12
2023-04-28,Cookware Set,Home & Kitchen,1017.5,8
2023-04-28,Vacuum Cleaner,Home & Kitchen,1140.78,6
2023-04-28,Air Fryer,Home & Kitchen,1327.06,15
2023-04-28,Shampoo,Beauty,485.87,40
2023-04-28,Moisturizer,Beauty,816.19,30
2023-04-28,Lipstick,Beauty,510.54,29
2023-04-28,Perfume,Beauty,604.34,10
2023-04-28,Face Serum,Beauty,469.05,12
2023-04-29,Laptop,Electronics,8133.19,9
2023-04-29,Smartphone,Electronics,11581.28,17
2023-04-29,Headphones,Electronics,4240.36,33
2023-04-29,Tablet,Electronics,6181.56,15
2023-04-29,Smart Watch,Electronics,5066.89,20
2023-04-29,T-Shirt,Clothing,1380.3,57
2023-04-29,Jeans,Clothing,2176.36,40
2023-04-29,Jacket,Clothing,2230.41,24
2023-04-29,Sneakers,Clothing,2161.76,29
2023-04-29,Dress,Clothing,1152.24,17
2023-04-29,Blender,Home & Kitchen,1297.62,26
2023-04-29,Coffee Maker,Home & Kitchen,897.88,12
2023-04-29,Cookware Set,Home & Kitchen,1137.94,9
2023-04-29,Vacuum Cleaner,Home & Kitchen,1211.74,6
2023-04-29,Air Fryer,Home & Kitchen,1420.17,16
2023-04-29,Shampoo,Beauty,573.28,48
2023-04-29,Moisturizer,Beauty,1129.55,40
2023-04-29,Lipstick,Beauty,637.88,34
2023-04-29,Perfume,Beauty,779.15,13
2023-04-29,Face Serum,Beauty,827.47,20
2023-04-30,Laptop,Electronics,9808.01,11
2023-04-30,Smartphone,Electronics,8683.53,14
2023-04-30,Headphones,Electronics,4175.57,32
2023-04-30,Tablet,Electronics,5431.17,14
2023-04-30,Smart Watch,Electronics,4607.13,19
2023-04-30,T-Shirt,Clothing,1569.71,63
2023-04-30,Jeans,Clothing,2545.93,45
2023-04-30,Jacket,Clothing,1899.31,21
2023-04-30,Sneakers,Clothing,2597.4,32
2023-04-30,Dress,Clothing,1398.68,22
2023-04-30,Blender,Home & Kitchen,552.89,12
2023-04-30,Coffee Maker,Home & Kitchen,1001.58,13
2023-04-30,Cookware Set,Home & Kitchen,1384.63,11
2023-04-30,Vacuum Cleaner,Home & Kitchen,1336.15,7
2023-04-30,Air Fryer,Home & Kitchen,1610.44,18
2023-04-30,Shampoo,Beauty,465.49,38
2023-04-30,Moisturizer,Beauty,1648.49,58
2023-04-30,Lipstick,Beauty,539.3,32
2023-04-30,Perfume,Beauty,678.24,10
2023-04-30,Face Serum,Beauty,799.54,19
2023-05-01,Laptop,Electronics,6877.22,8
2023-05-01,Smartphone,Electronics,11421.45,17
2023-05-01,Headphones,Electronics,3292.0,25
2023-05-01,Tablet,Electronics,4849.77,13
2023-05-01,Smart Watch,Electronics,4025.25,17
2023-05-01,T-Shirt,Clothing,1179.05,49
2023-05-01,Jeans,Clothing,1628.51,29
2023-05-01,Jacket,Clothing,2038.77,23
2023-05-01,Sneakers,Clothing,1567.48,20
2023-05-01,Dress,Clothing,835.0,12
2023-05-01,Blender,Home & Kitchen,900.51,19
2023-05-01,Coffee Maker,Home & Kitchen,1024.52,13
2023-05-01,Cookware Set,Home & Kitchen,1492.64,12
2023-05-01,Vacuum Cleaner,Home & Kitchen,1229.71,6
2023-05-01,Air Fryer,Home & Kitchen,1079.06,12
2023-05-01,Shampoo,Beauty,478.78,38
2023-05-01,Moisturizer,Beauty,1365.84,51
2023-05-01,Lipstick,Beauty,635.99,37
2023-05-01,Perfume,Beauty,766.36,12
2023-05-01,Face Serum,Beauty,496.86,12
2023-05-02,Laptop,Electronics,7357.5,8
2023-05-02,Smartphone,Electronics,13671.24,22
2023-05-02,Headphones,Electronics,3602.08,27
2023-05-02,Tablet,Electronics,3570.82,9
2023-05-02,Smart Watch,Electronics,4893.4,21
2023-05-02,T-Shirt,Clothing,1069.54,47
2023-05-02,Jeans,Clothing,867.77,15
2023-05-02,Jacket,Clothing,1484.31,16
2023-05-02,Sneakers,Clothing,1377.83,17
2023-05-02,Dress,Clothing,1219.51,17
2023-05-02,Blender,Home & Kitchen,808.56,17
2023-05-02,Coffee Maker,Home & Kitchen,1057.17,14
2023-05-02,Cookware Set,Home & Kitchen,1266.35,10
2023-05-02,Vacuum Cleaner,Home & Kitchen,1320.7,7
2023-05-02,Air Fryer,Home & Kitchen,2073.95,23
2023-05-02,Shampoo,Beauty,415.55,34
2023-05-02,Moisturizer,Beauty,1059.19,37
2023-05-02,Lipstick,Beauty,595.21,33
2023-05-02,Perfume,Beauty,691.61,11
2023-05-02,Face Serum,Beauty,925.96,22
2023-05-03,Laptop,Electronics,8346.55,9
2023-05-03,Smartphone,Electronics,10356.77,16
2023-05-03,Headphones,Electronics,4338.17,34
2023-05-03,Tablet,Electronics,5173.38,13
2023-05-03,Smart Watch,Electronics,4755.73,19
2023-05-03,T-Shirt,Clothing,1207.91,53
2023-05-03,Jeans,Clothing,1178.2,21
2023-05-03,Jacket,Clothing,1183.22,14
2023-05-03,Sneakers,Clothing,1222.48,15
2023-05-03,Dress,Clothing,667.17,10
2023-05-03,Blender,Home & Kitchen,1060.1,23
2023-05-03,Coffee Maker,Home & Kitchen,1009.77,13
2023-05-03,Cookware Set,Home & Kitchen,858.42,7
2023-05-03,Vacuum Cleaner,Home & Kitchen,1348.64,7
2023-05-03,Air Fryer,Home & Kitchen,1562.57,19
2023-05-03,Shampoo,Beauty,396.58,33
2023-05-03,Moisturizer,Beauty,915.08,34
2023-05-03,Lipstick,Beauty,842.35,47
2023-05-03,Perfume,Beauty,637.3,10
2023-05-03,Face Serum,Beauty,516.87,12
2023-05-04,Laptop,Electronics,7468.07,8
2023-05-04,Smartphone,Electronics,8102.86,13
2023-05-04,Headphones,Electronics,3591.12,29
2023-05-04,Tablet,Electronics,3999.19,10
2023-05-04,Smart Watch,Electronics,4659.14,18
2023-05-04,T-Shirt,Clothing,1370.29,62
2023-05-04,Jeans,Clothing,1253.24,21
2023-05-04,Jacket,Clothing,1154.01,13
2023-05-04,Sneakers,Clothing,1190.55,16
2023-05-04,Dress,Clothing,1199.67,18
2023-05-04,Blender,Home & Kitchen,929.39,20
2023-05-04,Coffee Maker,Home & Kitchen,886.11,11
2023-05-04,Cookware Set,Home & Kitchen,1074.74,9
2023-05-04,Vacuum Cleaner,Home & Kitchen,1624.83,8
2023-05-04,Air Fryer,Home & Kitchen,1530.01,17
2023-05-04,Shampoo,Beauty,410.63,36
2023-05-04,Moisturizer,Beauty,1060.16,40
2023-05-04,Lipstick,Beauty,459.56,27
2023-05-04,Perfume,Beauty,576.72,9
2023-05-04,Face Serum,Beauty,754.57,18
2023-05-05,Laptop,Electronics,8410.85,9
2023-05-05,Smartphone,Electronics,8055.01,12
2023-05-05,Headphones,Electronics,3362.56,26
2023-05-05,Tablet,Electronics,6623.84,17
2023-05-05,Smart Watch,Electronics,5957.84,24
2023-05-05,T-Shirt,Clothing,839.92,38
2023-05-05,Jeans,Clothing,1256.63,23
2023-05-05,Jacket,Clothing,1601.92,18
2023-05-05,Sneakers,Clothing,1965.1,24
2023-05-05,Dress,Clothing,785.56,11
2023-05-05,Blender,Home & Kitchen,885.66,19
2023-05-05,Coffee Maker,Home & Kitchen,911.13,12
2023-05-05,Cookware Set,Home & Kitchen,1228.02,10
2023-05-05,Vacuum Cleaner,Home & Kitchen,1134.13,6
2023-05-05,Air Fryer,Home & Kitchen,1674.42,20
2023-05-05,Shampoo,Beauty,558.2,49
2023-05-05,Moisturizer,Beauty,1139.52,41
2023-05-05,Lipstick,Beauty,831.21,45
2023-05-05,Perfume,Beauty,644.41,10
2023-05-05,Face Serum,Beauty,712.82,17
2023-05-06,Laptop,Electronics,9314.65,11
2023-05-06,Smartphone,Electronics,13696.41,22
2023-05-06,Headphones,Electronics,4024.22,30
2023-05-06,Tablet,Electronics,5591.95,14
2023-05-06,Smart Watch,Electronics,7616.71,32
2023-05-06,T-Shirt,Clothing,1471.89,64
2023-05-06,Jeans,Clothing,2887.63,50
2023-05-06,Jacket,Clothing,2331.71,25
2023-05-06,Sneakers,Clothing,2874.59,37
2023-05-06,Dress,Clothing,1532.25,23
2023-05-06,Blender,Home & Kitchen,1016.21,22
2023-05-06,Coffee Maker,Home & Kitchen,923.51,12
2023-05-06,Cookware Set,Home & Kitchen,1477.6,11
2023-05-06,Vacuum Cleaner,Home & Kitchen,1423.52,7
2023-05-06,Air Fryer,Home & Kitchen,1483.6,16
2023-05-06,Shampoo,Beauty,479.01,41
2023-05-06,Moisturizer,Beauty,1107.45,41
2023-05-06,Lipstick,Beauty,868.84,46
2023-05-06,Perfume,Beauty,721.88,11
2023-05-06,Face Serum,Beauty,820.05,19
2023-05-07,Laptop,Electronics,10714.89,12
2023-05-07,Smartphone,Electronics,13777.08,23
2023-05-07,Headphones,Electronics,3048.03,23
2023-05-07,Tablet,Electronics,4131.86,11
2023-05-07,Smart Watch,Electronics,6630.89,27
2023-05-07,T-Shirt,Clothing,1334.34,59
2023-05-07,Jeans,Clothing,1861.81,31
2023-05-07,Jacket,Clothing,1914.3,23
2023-05-07,Sneakers,Clothing,2602.28,33
2023-05-07,Dress,Clothing,1407.17,22
2023-05-07,Blender,Home & Kitchen,980.92,20
2023-05-07,Coffee Maker,Home & Kitchen,1002.47,13
2023-05-07,Cookware Set,Home & Kitchen,1151.52,9
2023-05-07,Vacuum Cleaner,Home & Kitchen,1555.6,8
2023-05-07,Air Fryer,Home & Kitchen,1202.32,13
2023-05-07,Shampoo,Beauty,437.28,38
2023-05-07,Moisturizer,Beauty,1301.39,49
2023-05-07,Lipstick,Beauty,558.19,30
2023-05-07,Perfume,Beauty,723.22,12
2023-05-07,Face Serum,Beauty,677.99,17
2023-05-08,Laptop,Electronics,6297.99,7
2023-05-08,Smartphone,Electronics,11855.84,19
2023-05-08,Headphones,Electronics,3602.78,29
2023-05-08,Tablet,Electronics,3721.95,9
2023-05-08,Smart Watch,Electronics,3096.34,12
2023-05-08,T-Shirt,Clothing,892.97,37
2023-05-08,Jeans,Clothing,984.56,17
2023-05-08,Jacket,Clothing,1486.91,18
2023-05-08,Sneakers,Clothing,1368.27,18
2023-05-08,Dress,Clothing,675.63,10
2023-05-08,Blender,Home & Kitchen,719.52,14
2023-05-08,Coffee Maker,Home & Kitchen,665.73,9
2023-05-08,Cookware Set,Home & Kitchen,1036.49,8
2023-05-08,Vacuum Cleaner,Home & Kitchen,962.79,5
2023-05-08,Air Fryer,Home & Kitchen,1583.01,19
2023-05-08,Shampoo,Beauty,340.41,28
2023-05-08,Moisturizer,Beauty,950.65,33
2023-05-08,Lipstick,Beauty,542.98,32
2023-05-08,Perfume,Beauty,737.08,12
2023-05-08,Face Serum,Beauty,579.5,14
2023-05-09,Laptop,Electronics,6327.77,7
2023-05-09,Smartphone,Electronics,9557.61,16
2023-05-09,Headphones,Electronics,2391.81,20
2023-05-09,Tablet,Electronics,3314.3,9
2023-05-09,Smart Watch,Electronics,4644.87,18
2023-05-09,T-Shirt,Clothing,623.43,26
2023-05-09,Jeans,Clothing,1159.6,21
2023-05-09,Jacket,Clothing,1288.92,14
2023-05-09,Sneakers,Clothing,1930.75,25
2023-05-09,Dress,Clothing,1194.03,17
2023-05-09,Blender,Home & Kitchen,840.94,18
2023-05-09,Coffee Maker,Home & Kitchen,967.57,13
2023-05-09,Cookware Set,Home & Kitchen,850.73,7
2023-05-09,Vacuum Cleaner,Home & Kitchen,1290.99,7
2023-05-09,Air Fryer,Home & Kitchen,1406.31,17
2023-05-09,Shampoo,Beauty,340.57,29
2023-05-09,Moisturizer,Beauty,760.87,26
2023-05-09,Lipstick,Beauty,560.23,32
2023-05-09,Perfume,Beauty,503.76,8
2023-05-09,Face Serum,Beauty,643.82,16
2023-05-10,Laptop,Electronics,7551.4,9
2023-05-10,Smartphone,Electronics,7870.37,13
2023-05-10,Headphones,Electronics,2534.76,20
2023-05-10,Tablet,Electronics,4864.85,13
2023-05-10,Smart Watch,Electronics,4471.21,19
2023-05-10,T-Shirt,Clothing,1105.95,45
2023-05-10,Jeans,Clothing,1320.05,23
2023-05-10,Jacket,Clothing,1351.85,15
2023-05-10,Sneakers,Clothing,1342.28,18
2023-05-10,Dress,Clothing,1213.3,18
2023-05-10,Blender,Home & Kitchen,873.31,19
2023-05-10,Coffee Maker,Home & Kitchen,758.22,10
2023-05-10,Cookware Set,Home & Kitchen,1137.66,9
2023-05-10,Vacuum Cleaner,Home & Kitchen,1177.55,6
2023-05-10,Air Fryer,Home & Kitchen,1079.92,13
2023-05-10,Shampoo,Beauty,436.15,37
2023-05-10,Moisturizer,Beauty,934.48,35
2023-05-10,Lipstick,Beauty,457.98,25
2023-05-10,Perfume,Beauty,648.88,10
2023-05-10,Face Serum,Beauty,532.6,13
2023-05-11,Laptop,Electronics,7225.11,8
2023-05-11,Smartphone,Electronics,8542.04,14
2023-05-11,Headphones,Electronics,2871.76,23
2023-05-11,Tablet,Electronics,3840.87,10
2023-05-11,Smart Watch,Electronics,3622.67,14
2023-05-11,T-Shirt,Clothing,1278.25,51
2023-05-11,Jeans,Clothing,1454.63,24
2023-05-11,Jacket,Clothing,1725.97,20
2023-05-11,Sneakers,Clothing,1414.97,18
2023-05-11,Dress,Clothing,976.12,15
2023-05-11,Blender,Home & Kitchen,767.7,15
2023-05-11,Coffee Maker,Home & Kitchen,828.08,10
2023-05-11,Cookware Set,Home & Kitchen,1098.26,9
2023-05-11,Vacuum Cleaner,Home & Kitchen,1830.48,9
2023-05-11,Air Fryer,Home & Kitchen,1025.2,12
2023-05-11,Shampoo,Beauty,277.39,24
2023-05-11,Moisturizer,Beauty,1156.0,40
2023-05-11,Lipstick,Beauty,623.7,34
2023-05-11,Perfume,Beauty,613.6,9
2023-05-11,Face Serum,Beauty,841.51,21
2023-05-12,Laptop,Electronics,9810.11,11
2023-05-12,Smartphone,Electronics,7899.95,12
2023-05-12,Headphones,Electronics,2496.6,21
2023-05-12,Tablet,Electronics,4607.71,11
2023-05-12,Smart Watch,Electronics,4700.68,20
2023-05-12,T-Shirt,Clothing,936.29,40
2023-05-12,Jeans,Clothing,1420.2,24
2023-05-12,Jacket,Clothing,1124.01,13
2023-05-12,Sneakers,Clothing,1642.15,20
2023-05-12,Dress,Clothing,996.35,15
2023-05-12,Blender,Home & Kitchen,982.39,20
2023-05-12,Coffee Maker,Home & Kitchen,657.92,9
2023-05-12,Cookware Set,Home & Kitchen,1090.21,9
2023-05-12,Vacuum Cleaner,Home & Kitchen,1241.47,6
